Node Number	Shear Elastic Strain (mm/mm)
10043	-2.0796e-004
10044	-2.0821e-004
10045	-2.0851e-004
10046	-2.0879e-004
10047	-2.0895e-004
10048	-2.0887e-004
10049	-2.0845e-004
10050	-2.0756e-004
10051	-2.0608e-004
10052	-2.0387e-004
10053	-2.0076e-004
10054	-1.9649e-004
10055	-9.5985e-005
10056	-9.5209e-005
10057	-9.7816e-005
10058	-9.6284e-005
10059	-1.0103e-004
10060	-9.7951e-005
10061	-1.0525e-004
10062	-1.002e-004
10063	-1.0995e-004
10064	-1.0296e-004
10065	-1.1487e-004
10066	-1.0609e-004
10067	-1.1989e-004
10068	-1.0951e-004
10069	-1.2498e-004
10070	-1.1313e-004
10071	-1.3015e-004
10072	-1.1695e-004
10073	-1.3541e-004
10074	-1.2094e-004
10075	-1.4079e-004
10076	-1.251e-004
10077	-1.463e-004
10078	-1.2944e-004
10079	-1.5198e-004
10080	-1.3398e-004
10081	-1.5784e-004
10082	-1.3872e-004
10083	-1.639e-004
10084	-1.4368e-004
10085	-1.702e-004
10086	-1.4888e-004
10087	-1.7675e-004
10088	-1.5434e-004
10089	-1.8356e-004
10090	-1.6008e-004
10091	-1.9064e-004
10092	-1.661e-004
10093	-1.9801e-004
10094	-1.7243e-004
10095	-2.0566e-004
10096	-1.7909e-004
10097	-2.136e-004
10098	-1.8608e-004
10099	-2.2179e-004
10100	-1.9341e-004
10101	-2.3022e-004
10102	-2.011e-004
10103	-2.3885e-004
10104	-2.0915e-004
10105	-2.4764e-004
10106	-2.1757e-004
10107	-2.5651e-004
10108	-2.2636e-004
10109	-2.6528e-004
10110	-2.3553e-004
10111	-2.7365e-004
10112	-2.453e-004
10113	-8.966e-005
10114	-8.4435e-005
10115	-8.9385e-005
10116	-8.3097e-005
10117	-8.9631e-005
10118	-8.276e-005
10119	-9.0419e-005
10120	-8.3341e-005
10121	-9.1712e-005
10122	-8.4676e-005
10123	-9.3468e-005
10124	-8.662e-005
10125	-9.5637e-005
10126	-8.9062e-005
10127	-9.8177e-005
10128	-9.1919e-005
10129	-1.0105e-004
10130	-9.5132e-005
10131	-1.0422e-004
10132	-9.8657e-005
10133	-1.0768e-004
10134	-1.0246e-004
10135	-1.114e-004
10136	-1.0651e-004
10137	-1.1537e-004
10138	-1.1078e-004
10139	-1.1958e-004
10140	-1.1525e-004
10141	-1.2403e-004
10142	-1.199e-004
10143	-1.287e-004
10144	-1.247e-004
10145	-1.3359e-004
10146	-1.2964e-004
10147	-1.3869e-004
10148	-1.3468e-004
10149	-1.44e-004
10150	-1.398e-004
10151	-1.495e-004
10152	-1.4498e-004
10153	-1.552e-004
10154	-1.5017e-004
10155	-1.6107e-004
10156	-1.5535e-004
10157	-1.671e-004
10158	-1.6048e-004
10159	-1.7329e-004
10160	-1.6552e-004
10161	-1.796e-004
10162	-1.7043e-004
10163	-1.8602e-004
10164	-1.7518e-004
10165	-1.925e-004
10166	-1.7973e-004
10167	-1.9902e-004
10168	-1.8402e-004
10169	-2.0559e-004
10170	-1.8758e-004
10171	3.3783e-004
10172	1.4292e-005
10173	-1.6625e-005
10174	3.9264e-005
10175	6.471e-005
10176	9.0306e-005
10177	1.1701e-004
10178	1.445e-004
10179	1.7221e-004
10180	1.9913e-004
10181	2.2418e-004
10182	2.4564e-004
10183	2.6059e-004
10184	2.7015e-004
10185	2.4933e-004
10186	3.0254e-004
10187	4.4077e-006
10188	-7.485e-006
10189	-1.0132e-005
10190	2.7379e-005
10191	-6.667e-005
10192	6.453e-005
10193	9.0867e-005
10194	-2.4404e-004
10195	-1.2987e-004
10196	6.1696e-005
10197	-7.5105e-005
10198	5.3393e-005
10199	-1.5129e-004
10200	6.3004e-005
10201	2.713e-004
10202	-1.7068e-005
10203	-5.2299e-005
10204	1.4308e-005
10205	-1.6879e-004
10206	-1.2613e-004
10207	-6.3931e-005
10208	-6.8951e-005
10209	-7.3386e-005
10210	-7.5841e-005
10211	-7.5718e-005
10212	-7.3076e-005
10213	-6.8304e-005
10214	-6.1976e-005
10215	-5.4674e-005
10216	-4.6914e-005
10217	-3.9125e-005
10218	-3.1662e-005
10219	-2.4818e-005
10220	-1.8846e-005
10221	-1.3968e-005
10222	-1.0387e-005
10223	-8.2965e-006
10224	-7.8799e-006
10225	-9.2102e-006
10226	-1.3014e-005
10227	-1.2761e-005
10228	-1.3727e-005
10229	-1.4836e-005
10230	-1.5682e-005
10231	-1.6339e-005
10232	-1.6771e-005
10233	-1.6986e-005
10234	-1.6985e-005
10235	-1.6771e-005
10236	-1.6346e-005
10237	-1.5711e-005
10238	-1.4863e-005
10239	-1.3801e-005
10240	-1.2525e-005
10241	-1.1037e-005
10242	-9.3436e-006
10243	-7.4542e-006
10244	-5.3839e-006
10245	-3.1531e-006
10246	-7.8702e-007
10247	1.684e-006
10248	4.2252e-006
10249	6.7982e-006
10250	9.3645e-006
10251	1.1894e-005
10252	1.4389e-005
10253	1.7003e-005
10254	2.0155e-005
10255	3.9611e-005
10256	5.7437e-005
10257	5.9988e-005
10258	6.2886e-005
10259	6.3376e-005
10260	6.1073e-005
10261	6.1885e-005
10262	6.062e-005
10263	5.8084e-005
10264	5.5191e-005
10265	5.2097e-005
10266	4.8903e-005
10267	4.5679e-005
10268	4.2476e-005
10269	3.933e-005
10270	3.627e-005
10271	3.3315e-005
10272	3.0475e-005
10273	2.7753e-005
10274	2.5141e-005
10275	2.2621e-005
10276	2.0166e-005
10277	1.7734e-005
10278	1.5274e-005
10279	1.2716e-005
10280	9.9724e-006
10281	6.9358e-006
10282	3.4722e-006
10283	-5.7903e-007
10284	-5.398e-006
10285	-1.1189e-005
10286	-1.8104e-005
10287	-2.6424e-005
10288	-3.5919e-005
10289	-5.5504e-005
10290	-1.0891e-004
10291	-1.5851e-004
10292	-2.1026e-004
10293	-2.6273e-004
10294	-3.1464e-004
10295	-3.6462e-004
10296	-4.1116e-004
10297	-4.5259e-004
10298	-4.8707e-004
10299	-5.1265e-004
10300	-5.2733e-004
10301	-5.293e-004
10302	-5.1719e-004
10303	-4.906e-004
10304	-4.5045e-004
10305	-3.9901e-004
10306	-3.3947e-004
10307	-2.7593e-004
10308	-2.173e-004
10309	2.9814e-005
10310	5.5345e-005
10311	1.4037e-004
10312	2.3168e-004
10313	6.012e-005
10314	1.0069e-005
10315	-4.6659e-005
10316	-1.0194e-004
10317	-1.4919e-004
10318	-1.8805e-004
10319	-2.1848e-004
10320	-2.4066e-004
10321	-2.5493e-004
10322	-2.6198e-004
10323	-2.633e-004
10324	-2.6134e-004
10325	-2.5901e-004
10326	-2.5695e-004
10327	-2.3416e-004
10328	-2.3128e-004
10329	-2.2842e-004
10330	-2.2553e-004
10331	-2.2244e-004
10332	-2.1903e-004
10333	-2.1522e-004
10334	-2.11e-004
10335	-2.0634e-004
10336	-2.0125e-004
10337	-1.9574e-004
10338	-1.8981e-004
10339	-1.8348e-004
10340	-1.7676e-004
10341	-1.6967e-004
10342	-1.6224e-004
10343	-1.5447e-004
10344	-1.4642e-004
10345	-1.38e-004
10346	-1.2245e-004
10347	-1.1366e-004
10348	-1.0542e-004
10349	-9.708e-005
10350	-8.8828e-005
10351	-8.0695e-005
10352	-7.2713e-005
10353	-6.4906e-005
10354	-5.7295e-005
10355	-4.9894e-005
10356	-4.2714e-005
10357	-3.5764e-005
10358	-2.9046e-005
10359	-2.2563e-005
10360	-1.6313e-005
10361	-1.0289e-005
10362	-4.4842e-006
10363	1.1139e-006
10364	6.5211e-006
10365	1.1758e-005
10366	1.6851e-005
10367	2.1833e-005
10368	2.6744e-005
10369	3.1629e-005
10370	3.654e-005
10371	4.1522e-005
10372	4.6604e-005
10373	5.1803e-005
10374	5.7146e-005
10375	-3.9944e-005
10376	-4.8382e-005
10377	-5.5765e-005
10378	-6.1719e-005
10379	-6.6167e-005
10380	-6.9291e-005
10381	-7.1454e-005
10382	-7.3089e-005
10383	-7.4565e-005
10384	-7.6116e-005
10385	-7.7828e-005
10386	-7.9656e-005
10387	-8.1462e-005
10388	-8.3055e-005
10389	-8.422e-005
10390	-8.4736e-005
10391	-8.439e-005
10392	-8.296e-005
10393	-8.0166e-005
10394	-7.3652e-005
10395	-7.1324e-005
10396	-6.8382e-005
10397	-6.5221e-005
10398	-6.1975e-005
10399	-5.8649e-005
10400	-5.5258e-005
10401	-5.1797e-005
10402	-4.826e-005
10403	-4.464e-005
10404	-4.0926e-005
10405	-3.7114e-005
10406	-3.3201e-005
10407	-2.9189e-005
10408	-2.5087e-005
10409	-2.0907e-005
10410	-1.6666e-005
10411	-1.2382e-005
10412	-8.0763e-006
10413	-3.7679e-006
10414	5.2786e-007
10415	4.8034e-006
10416	9.0649e-006
10417	1.3344e-005
10418	1.7716e-005
10419	2.2345e-005
10420	2.7572e-005
10421	3.41e-005
10422	4.3222e-005
10423	-2.0322e-004
10424	-2.359e-004
10425	-2.6453e-004
10426	-2.8875e-004
10427	-3.0767e-004
10428	-3.2024e-004
10429	-3.2589e-004
10430	-3.2505e-004
10431	-3.189e-004
10432	-3.0892e-004
10433	-2.9649e-004
10434	-2.8269e-004
10435	-2.682e-004
10436	-2.5339e-004
10437	-2.3834e-004
10438	-2.2297e-004
10439	-2.0705e-004
10440	-1.9023e-004
10441	-1.719e-004
10442	-1.4542e-004
10443	-1.388e-004
10444	-1.3067e-004
10445	-1.2192e-004
10446	-1.1284e-004
10447	-1.0361e-004
10448	-9.4355e-005
10449	-8.5183e-005
10450	-7.6162e-005
10451	-6.7342e-005
10452	-5.8756e-005
10453	-5.042e-005
10454	-4.2341e-005
10455	-3.4521e-005
10456	-2.6955e-005
10457	-1.964e-005
10458	-1.257e-005
10459	-5.741e-006
10460	8.4948e-007
10461	7.2026e-006
10462	1.3318e-005
10463	1.9194e-005
10464	2.4829e-005
10465	3.0222e-005
10466	3.5381e-005
10467	4.033e-005
10468	4.5146e-005
10469	5.0135e-005
10470	5.6156e-005
10471	-2.2542e-004
10472	-2.5081e-004
10473	-1.765e-004
10474	-8.5861e-005
10475	-1.0904e-004
10476	-1.5667e-004
10477	-1.4555e-004
10478	-1.1702e-004
10479	-1.0033e-004
10480	-3.8857e-005
10481	-2.9358e-005
10482	1.2958e-005
10483	9.0107e-006
10484	3.7424e-004
10485	8.0336e-005
10486	1.1304e-004
10487	1.5859e-004
10488	1.5317e-004
10489	1.5266e-004
10490	1.3576e-004
10491	1.1934e-004
10492	9.8478e-005
10493	7.8306e-005
10494	5.8284e-005
10495	3.9908e-005
10496	2.3421e-005
10497	9.0529e-006
10498	-3.6499e-006
10499	-2.4674e-005
10500	-2.104e-005
10501	-5.4668e-005
10502	-8.4808e-005
10503	-1.151e-004
10504	-1.4576e-004
10505	-1.7765e-004
10506	-2.1048e-004
10507	-2.4344e-004
10508	-2.7514e-004
10509	-3.0278e-004
10510	-3.2216e-004
10511	-3.2521e-004
10512	-2.9693e-004
10513	-2.2769e-004
10514	-1.3696e-004
10515	-1.1126e-004
10516	1.2786e-005
10517	3.1106e-005
10518	2.2146e-004
10519	2.3519e-004
10520	2.3021e-004
10521	2.3392e-004
10522	2.1432e-004
10523	1.9748e-004
10524	1.7312e-004
10525	1.4918e-004
10526	1.2386e-004
10527	9.9397e-005
10528	7.5863e-005
10529	5.375e-005
10530	3.3233e-005
10531	-1.3302e-005
10532	-2.5207e-004
10533	-3.1743e-004
10534	-3.2393e-004
10535	-3.068e-004
10536	-2.8065e-004
10537	-2.4959e-004
10538	-2.1708e-004
10539	-1.8528e-004
10540	-1.5508e-004
10541	-1.2691e-004
10542	-1.0085e-004
10543	-7.5482e-005
10544	-5.0985e-005
10545	-2.2549e-005
10546	-7.1077e-006
10547	-3.8226e-005
10548	-4.8608e-005
10549	-5.491e-005
10550	-5.8332e-005
10551	-5.9324e-005
10552	-5.8322e-005
10553	-5.5884e-005
10554	-5.2664e-005
10555	-4.9262e-005
10556	-4.6144e-005
10557	-4.3614e-005
10558	-4.183e-005
10559	-4.0822e-005
10560	-4.0512e-005
10561	-4.0741e-005
10562	-4.1282e-005
10563	-4.1846e-005
10564	-4.2074e-005
10565	-4.154e-005
10566	-3.8727e-005
10567	-3.6925e-005
10568	-3.5188e-005
10569	-3.3577e-005
10570	-3.2023e-005
10571	-3.052e-005
10572	-2.9043e-005
10573	-2.7564e-005
10574	-2.605e-005
10575	-2.4466e-005
10576	-2.2781e-005
10577	-2.0967e-005
10578	-1.9005e-005
10579	-1.6884e-005
10580	-1.46e-005
10581	-1.2158e-005
10582	-9.5682e-006
10583	-6.8478e-006
10584	-4.0172e-006
10585	-1.1e-006
10586	1.8783e-006
10587	4.8923e-006
10588	7.919e-006
10589	1.0943e-005
10590	1.3964e-005
10591	1.7026e-005
10592	2.027e-005
10593	2.4115e-005
10594	3.0092e-005
10595	5.6274e-005
10596	5.3106e-005
10597	4.9876e-005
10598	4.6264e-005
10599	4.2382e-005
10600	3.8292e-005
10601	3.4041e-005
10602	2.9664e-005
10603	2.5187e-005
10604	2.0629e-005
10605	1.6002e-005
10606	1.1311e-005
10607	6.5565e-006
10608	1.7297e-006
10609	-3.1848e-006
10610	-8.2106e-006
10611	-1.3381e-005
10612	-1.8736e-005
10613	-2.4328e-005
10614	-3.0213e-005
10615	-3.6452e-005
10616	-4.3108e-005
10617	-5.0233e-005
10618	-5.7868e-005
10619	-6.603e-005
10620	-7.4704e-005
10621	-8.387e-005
10622	-9.3452e-005
10623	-1.0202e-004
10624	-1.3861e-004
10625	-1.6497e-004
10626	-1.9078e-004
10627	-2.163e-004
10628	-2.4187e-004
10629	-2.6761e-004
10630	-2.9334e-004
10631	-3.185e-004
10632	-3.4208e-004
10633	-3.6259e-004
10634	-3.7809e-004
10635	-3.8639e-004
10636	-3.8538e-004
10637	-3.7367e-004
10638	-3.5134e-004
10639	-3.2025e-004
10640	-2.8328e-004
10641	-2.4282e-004
10642	-1.9813e-004
10643	-1.1497e-005
10644	1.6188e-005
10645	-5.2682e-005
10646	-3.0981e-005
10647	-9.169e-005
10648	-7.8483e-005
10649	-1.2994e-004
10650	-1.2574e-004
10651	-1.6713e-004
10652	-1.6995e-004
10653	-2.0288e-004
10654	-2.0923e-004
10655	-2.3605e-004
10656	-2.4229e-004
10657	-2.6532e-004
10658	-2.6822e-004
10659	-2.889e-004
10660	-2.8612e-004
10661	-3.0432e-004
10662	-2.9518e-004
10663	-3.0833e-004
10664	-2.9502e-004
10665	-2.9738e-004
10666	-2.8677e-004
10667	-2.6997e-004
10668	-2.749e-004
10669	-2.3211e-004
10670	-2.6845e-004
10671	1.2291e-004
10672	1.6122e-004
10673	5.5317e-005
10674	7.6647e-005
10675	-1.2389e-005
10676	3.7688e-005
10677	-6.4775e-005
10678	1.1855e-005
10679	-1.0524e-004
10680	-9.3161e-006
10681	-1.3714e-004
10682	-2.9053e-005
10683	-1.6154e-004
10684	-4.64e-005
10685	-1.7914e-004
10686	-6.1328e-005
10687	-1.9056e-004
10688	-7.3267e-005
10689	-1.966e-004
10690	-8.206e-005
10691	-1.9833e-004
10692	-8.7556e-005
10693	-1.9694e-004
10694	-8.9624e-005
10695	-1.932e-004
10696	-8.8241e-005
10697	-1.8696e-004
10698	-8.4138e-005
10699	-1.2387e-004
10700	-1.3036e-004
10701	-1.3622e-004
10702	-1.4157e-004
10703	-1.4649e-004
10704	-1.51e-004
10705	-1.5513e-004
10706	-1.5889e-004
10707	-1.6228e-004
10708	-1.6529e-004
10709	-1.6794e-004
10710	-1.7022e-004
10711	-1.7215e-004
10712	-1.7374e-004
10713	-1.7503e-004
10714	-1.7601e-004
10715	-1.7671e-004
10716	-1.7707e-004
10717	-1.7717e-004
10718	-1.0604e-004
10719	-1.1047e-004
10720	-1.1394e-004
10721	-1.1661e-004
10722	-1.1859e-004
10723	-1.1992e-004
10724	-1.2063e-004
10725	-1.2075e-004
10726	-1.2031e-004
10727	-1.1936e-004
10728	-1.1796e-004
10729	-1.162e-004
10730	-1.1414e-004
10731	-1.1184e-004
10732	-1.0932e-004
10733	-1.0657e-004
10734	-1.0351e-004
10735	-1.0002e-004
10736	-9.5879e-005
10737	-2.3203e-004
10738	-2.3665e-004
10739	-2.3994e-004
10740	-2.4173e-004
10741	-2.4214e-004
10742	-2.4129e-004
10743	-2.3932e-004
10744	-2.3631e-004
10745	-2.3239e-004
10746	-2.2761e-004
10747	-2.2205e-004
10748	-2.1579e-004
10749	-2.0888e-004
10750	-2.014e-004
10751	-1.9338e-004
10752	-1.8486e-004
10753	-1.7587e-004
10754	-1.6638e-004
10755	-1.5632e-004
10756	-2.4633e-004
10757	-2.4288e-004
10758	-2.4136e-004
10759	-2.4147e-004
10760	-2.4244e-004
10761	-2.4366e-004
10762	-2.4463e-004
10763	-2.4499e-004
10764	-2.4444e-004
10765	-2.4276e-004
10766	-2.3982e-004
10767	-2.3554e-004
10768	-2.2994e-004
10769	-2.2305e-004
10770	-2.1497e-004
10771	-2.0575e-004
10772	-1.9543e-004
10773	-1.8395e-004
10774	-1.7119e-004
10775	5.0028e-005
10776	5.4391e-005
10777	4.1906e-005
10778	4.8007e-005
10779	3.4851e-005
10780	4.1918e-005
10781	2.8745e-005
10782	3.6172e-005
10783	2.3251e-005
10784	3.0733e-005
10785	1.8099e-005
10786	2.5509e-005
10787	1.3107e-005
10788	2.0405e-005
10789	8.1591e-006
10790	1.534e-005
10791	3.19e-006
10792	1.025e-005
10793	-1.8377e-006
10794	5.0885e-006
10795	-6.9413e-006
10796	-1.7713e-007
10797	-1.2125e-005
10798	-5.5684e-006
10799	-1.7383e-005
10800	-1.1098e-005
10801	-2.2705e-005
10802	-1.6773e-005
10803	-2.8076e-005
10804	-2.2593e-005
10805	-3.3477e-005
10806	-2.8554e-005
10807	-3.8889e-005
10808	-3.4649e-005
10809	-4.4291e-005
10810	-4.0866e-005
10811	-4.9662e-005
10812	-4.7192e-005
10813	-5.4982e-005
10814	-5.3608e-005
10815	-6.0229e-005
10816	-6.0096e-005
10817	-6.5383e-005
10818	-6.6633e-005
10819	-7.0424e-005
10820	-7.3193e-005
10821	-7.5333e-005
10822	-7.9749e-005
10823	-8.0088e-005
10824	-8.6273e-005
10825	-8.4669e-005
10826	-9.2736e-005
10827	-8.9061e-005
10828	-9.911e-005
10829	-9.326e-005
10830	-1.0538e-004
10831	-9.7305e-005
10832	-1.1128e-004
10833	5.7765e-005
10834	5.7354e-005
10835	5.2027e-005
10836	5.0966e-005
10837	4.6525e-005
10838	4.5212e-005
10839	4.122e-005
10840	3.9824e-005
10841	3.603e-005
10842	3.4512e-005
10843	3.0857e-005
10844	2.9112e-005
10845	2.5626e-005
10846	2.3539e-005
10847	2.0278e-005
10848	1.7748e-005
10849	1.4772e-005
10850	1.1711e-005
10851	9.0746e-006
10852	5.4123e-006
10853	3.1641e-006
10854	-1.1587e-006
10855	-2.9766e-006
10856	-8.007e-006
10857	-9.359e-006
10858	-1.5135e-005
10859	-1.5991e-005
10860	-2.2541e-005
10861	-2.2875e-005
10862	-3.0221e-005
10863	-3.0011e-005
10864	-3.8167e-005
10865	-3.7396e-005
10866	-4.6368e-005
10867	-4.5022e-005
10868	-5.4806e-005
10869	-5.2877e-005
10870	-6.3457e-005
10871	-6.0945e-005
10872	-7.229e-005
10873	-6.9204e-005
10874	-8.1263e-005
10875	-7.7628e-005
10876	-9.0325e-005
10877	-8.6187e-005
10878	-9.9413e-005
10879	-9.4845e-005
10880	-1.0845e-004
10881	-1.0356e-004
10882	-1.1736e-004
10883	-1.123e-004
10884	-1.2603e-004
10885	-1.2101e-004
10886	-1.3439e-004
10887	-1.2964e-004
10888	-1.4246e-004
10889	-1.3768e-004
10890	-1.5009e-004
10891	-1.8162e-006
10892	1.144e-004
10893	4.2401e-004
10894	2.0751e-004
10895	-1.8388e-003
10896	-2.3828e-003
10897	-5.7838e-004
10898	-3.9029e-004
10899	1.0243e-003
10900	-4.8357e-004
10901	2.5784e-005
10902	7.8491e-004
10903	1.3377e-003
10904	-1.0748e-003
10905	5.9135e-004
10906	-8.5458e-004
10907	6.427e-004
10908	-8.8177e-004
10909	-7.1366e-006
10910	1.0131e-004
10911	1.082e-003
10912	1.8596e-004
10913	-1.5108e-003
10914	-3.4504e-003
10915	-3.2709e-005
10916	-5.9659e-005
10917	-8.4554e-005
10918	-1.0891e-004
10919	-1.3469e-004
10920	-1.6164e-004
10921	-1.8967e-004
10922	-2.181e-004
10923	-2.453e-004
10924	-2.6967e-004
10925	-2.8611e-004
10926	-2.9112e-004
10927	-2.7665e-004
10928	-1.6802e-004
10929	3.3195e-004
10930	-9.981e-004
10931	-4.823e-004
10932	-1.9854e-004
10933	-4.4506e-007
10934	1.3738e-004
10935	2.3103e-004
10936	2.9364e-004
10937	3.3243e-004
10938	3.5304e-004
10939	3.5887e-004
10940	3.5246e-004
10941	3.3451e-004
10942	3.0605e-004
10943	2.6442e-004
10944	-2.2735e-003
10945	1.2284e-003
10946	1.229e-003
10947	1.1911e-003
10948	1.1153e-003
10949	1.007e-003
10950	8.7159e-004
10951	7.1553e-004
10952	5.4543e-004
10953	3.6779e-004
10954	1.8873e-004
10955	1.3955e-005
10956	-1.5128e-004
10957	-3.0205e-004
10958	-4.3364e-004
10959	-5.4138e-004
10960	-6.2046e-004
10961	-6.6564e-004
10962	-6.717e-004
10963	-6.306e-004
10964	-4.9837e-004
10965	-5.0856e-004
10966	-4.5516e-004
10967	-4.1675e-004
10968	-3.8031e-004
10969	-3.5077e-004
10970	-3.2622e-004
10971	-3.06e-004
10972	-2.8892e-004
10973	-2.7402e-004
10974	-2.6067e-004
10975	-2.4796e-004
10976	-2.3707e-004
10977	-2.2458e-004
10978	-2.1568e-004
10979	-2.0555e-004
10980	-2.0339e-004
10981	-1.9219e-004
10982	-1.9342e-004
10983	-1.9414e-004
10984	-2.1208e-004
10985	-2.1693e-004
10986	-2.54e-004
10987	-2.5062e-004
10988	-2.763e-004
10989	-2.945e-004
10990	-3.0424e-004
10991	-3.1589e-004
10992	-2.7778e-004
10993	-5.5713e-004
10994	-9.7767e-004
10995	-1.0638e-003
10996	-1.0451e-003
10997	-9.8541e-004
10998	-6.1904e-004
10999	-4.3025e-004
11000	-3.673e-004
11001	-4.0558e-004
11002	-4.6579e-004
11003	-5.8493e-004
11004	-1.5873e-003
11005	-3.4869e-003
11006	1.3854e-003
11007	-5.5226e-003
11008	-3.559e-003
11009	4.5727e-004
11010	6.8687e-004
11011	4.3851e-004
11012	4.63e-004
11013	4.7882e-004
11014	5.239e-004
11015	5.683e-004
11016	6.0851e-004
11017	6.5287e-004
11018	6.9834e-004
11019	7.4527e-004
11020	7.934e-004
11021	8.4273e-004
11022	8.9316e-004
11023	9.4398e-004
11024	9.9548e-004
11025	1.0425e-003
11026	1.0948e-003
11027	1.0267e-003
11028	9.0276e-004
11029	7.3313e-004
11030	5.1425e-004
11031	2.6225e-004
11032	-1.5172e-005
11033	-3.1214e-004
11034	-6.2375e-004
11035	-9.4537e-004
11036	-1.2723e-003
11037	-1.5997e-003
11038	-1.922e-003
11039	-2.2334e-003
11040	-2.5276e-003
11041	-2.7982e-003
11042	-3.0392e-003
11043	-3.2451e-003
11044	-3.4117e-003
11045	-3.5385e-003
11046	-3.6377e-003
11047	1.241e-004
11048	6.7451e-005
11049	1.2993e-006
11050	-7.788e-006
11051	9.1924e-005
11052	1.4366e-004
11053	1.8541e-004
11054	2.217e-004
11055	2.5452e-004
11056	2.8615e-004
11057	3.1799e-004
11058	3.5141e-004
11059	3.8772e-004
11060	4.2841e-004
11061	4.7503e-004
11062	5.2973e-004
11063	5.929e-004
11064	6.6876e-004
11065	8.4504e-004
11066	8.632e-004
11067	8.8177e-004
11068	9.0044e-004
11069	9.1927e-004
11070	9.3835e-004
11071	9.5782e-004
11072	9.7785e-004
11073	9.9862e-004
11074	1.0204e-003
11075	1.0434e-003
11076	1.0679e-003
11077	1.0942e-003
11078	1.1228e-003
11079	1.1538e-003
11080	1.1875e-003
11081	1.2239e-003
11082	1.2621e-003
11083	1.3016e-003
11084	1.3695e-003
11085	1.4299e-003
11086	1.4958e-003
11087	1.5682e-003
11088	1.647e-003
11089	1.7317e-003
11090	1.8211e-003
11091	1.9127e-003
11092	2.0018e-003
11093	2.0807e-003
11094	2.1366e-003
11095	2.1511e-003
11096	2.0885e-003
11097	1.9461e-003
11098	1.6539e-003
11099	1.4079e-003
11100	1.1022e-003
11101	8.7729e-004
11102	7.333e-004
11103	5.6256e-004
11104	5.8388e-004
11105	1.8069e-004
11106	2.1917e-004
11107	-5.7118e-005
11108	-1.4061e-004
11109	-3.2188e-004
11110	-4.3618e-004
11111	-6.7141e-004
11112	-7.2872e-004
11113	1.357e-004
11114	1.5387e-004
11115	1.7436e-004
11116	1.8923e-004
11117	1.9733e-004
11118	2.0302e-004
11119	2.1189e-004
11120	2.2854e-004
11121	2.5552e-004
11122	2.9313e-004
11123	3.3964e-004
11124	3.9188e-004
11125	4.4587e-004
11126	4.9742e-004
11127	5.4268e-004
11128	5.7848e-004
11129	6.0258e-004
11130	6.1388e-004
11131	6.1335e-004
11132	5.8674e-004
11133	5.7208e-004
11134	5.5061e-004
11135	5.2892e-004
11136	5.0902e-004
11137	4.9235e-004
11138	4.7935e-004
11139	4.702e-004
11140	4.6468e-004
11141	4.6224e-004
11142	4.6207e-004
11143	4.6296e-004
11144	4.6333e-004
11145	4.6231e-004
11146	4.5692e-004
11147	4.5448e-004
11148	4.3102e-004
11149	3.9748e-004
11150	3.4791e-004
11151	2.7895e-004
11152	2.2341e-004
11153	1.3601e-004
11154	9.6517e-005
11155	-2.6183e-005
11156	-7.9195e-005
11157	-1.9316e-004
11158	-2.6481e-004
11159	-4.0608e-004
11160	-5.3146e-004
11161	-1.4403e-003
11162	-1.4296e-003
11163	-1.3854e-003
11164	-1.3043e-003
11165	-1.1883e-003
11166	-1.0454e-003
11167	-8.8603e-004
11168	-7.199e-004
11169	-5.5515e-004
11170	-3.9762e-004
11171	-2.5081e-004
11172	-1.1617e-004
11173	6.3813e-006
11174	1.1793e-004
11175	2.2001e-004
11176	3.1416e-004
11177	4.0163e-004
11178	4.8307e-004
11179	5.5921e-004
11180	6.6982e-004
11181	6.7234e-004
11182	6.8964e-004
11183	7.0569e-004
11184	7.2021e-004
11185	7.3132e-004
11186	7.3892e-004
11187	7.4324e-004
11188	7.4532e-004
11189	7.4707e-004
11190	7.5154e-004
11191	7.6358e-004
11192	7.9163e-004
11193	8.4878e-004
11194	9.1235e-004
11195	1.2231e-003
11196	1.609e-003
11197	3.4498e-003
11198	3.7287e-003
11199	3.8686e-003
11200	5.3153e-003
11201	2.5131e-004
11202	3.4515e-004
11203	-2.1048e-004
11204	-1.4382e-004
11205	-3.0996e-004
11206	-3.7232e-004
11207	-4.5237e-004
11208	-6.384e-004
11209	-2.8798e-004
11210	4.7106e-004
11211	6.9562e-004
11212	1.6737e-004
11213	6.4255e-004
11214	8.695e-004
11215	1.1676e-003
11216	1.2258e-003
11217	9.7836e-004
11218	6.5625e-005
11219	8.0304e-004
11220	-2.9451e-003
11221	1.9796e-004
11222	-2.6073e-006
11223	-2.8252e-005
11224	-4.4648e-005
11225	-6.0012e-005
11226	-7.5709e-005
11227	-9.3414e-005
11228	-1.1304e-004
11229	-1.3466e-004
11230	-1.5769e-004
11231	-1.8132e-004
11232	-2.0357e-004
11233	-2.227e-004
11234	-2.3232e-004
11235	-2.2387e-004
11236	-1.8142e-004
11237	4.5245e-004
11238	2.5469e-004
11239	3.0607e-004
11240	3.4341e-004
11241	3.7039e-004
11242	3.8731e-004
11243	3.9422e-004
11244	3.8941e-004
11245	3.6999e-004
11246	3.3142e-004
11247	2.6628e-004
11248	1.6477e-004
11249	8.7116e-006
11250	-2.3076e-004
11251	-5.8322e-004
11252	-2.404e-003
