Node Number	Shear Elastic Strain (mm/mm)
10192	4.2977e-006
10193	-1.8829e-003
10194	-2.9928e-004
10195	5.2116e-005
10196	9.9149e-006
10197	5.862e-005
10198	1.065e-005
10199	-4.9357e-005
10200	6.6504e-006
10201	-5.7764e-005
10202	-1.419e-005
10203	1.5014e-005
10204	-2.1959e-003
10205	-2.1098e-003
10206	-7.7365e-004
10207	3.1881e-005
10208	4.6674e-005
10209	6.1031e-005
10210	7.4055e-005
10211	8.4976e-005
10212	9.318e-005
10213	9.8175e-005
10214	9.9819e-005
10215	9.8269e-005
10216	9.3854e-005
10217	8.6975e-005
10218	7.8055e-005
10219	6.7508e-005
10220	5.5742e-005
10221	4.3168e-005
10222	3.024e-005
10223	1.7505e-005
10224	5.7212e-006
10225	-4.1108e-006
10226	-1.2542e-005
10227	-1.9068e-005
10228	-1.5503e-005
10229	-1.0896e-005
10230	-6.594e-006
10231	-2.2566e-006
10232	2.0219e-006
10233	6.2666e-006
10234	1.0448e-005
10235	1.4524e-005
10236	1.8431e-005
10237	2.2094e-005
10238	2.5437e-005
10239	2.8391e-005
10240	3.0898e-005
10241	3.2918e-005
10242	3.4425e-005
10243	3.5413e-005
10244	3.5887e-005
10245	3.5865e-005
10246	3.5375e-005
10247	3.4447e-005
10248	3.3112e-005
10249	3.1393e-005
10250	2.9297e-005
10251	2.6799e-005
10252	2.3803e-005
10253	2.0052e-005
10254	1.391e-005
10255	9.4044e-006
10256	1.0681e-005
10257	1.0463e-005
10258	9.1838e-006
10259	8.0778e-006
10260	4.9027e-006
10261	2.9322e-006
10262	3.6959e-007
10263	-2.5856e-006
10264	-6.0766e-006
10265	-1.0135e-005
10266	-1.4787e-005
10267	-2.0047e-005
10268	-2.5918e-005
10269	-3.239e-005
10270	-3.944e-005
10271	-4.7032e-005
10272	-5.5118e-005
10273	-6.3639e-005
10274	-7.2532e-005
10275	-8.1729e-005
10276	-9.1171e-005
10277	-1.0081e-004
10278	-1.1062e-004
10279	-1.206e-004
10280	-1.3079e-004
10281	-1.4125e-004
10282	-1.5206e-004
10283	-1.6332e-004
10284	-1.7508e-004
10285	-1.8736e-004
10286	-2.0013e-004
10287	-2.1337e-004
10288	-2.2711e-004
10289	-2.5297e-004
10290	-3.2663e-004
10291	-3.6997e-004
10292	-3.9759e-004
10293	-4.0771e-004
10294	-3.9918e-004
10295	-3.7147e-004
10296	-3.2481e-004
10297	-2.6044e-004
10298	-1.809e-004
10299	-9.0482e-005
10300	4.3207e-006
10301	9.4327e-005
10302	1.6755e-004
10303	2.0999e-004
10304	2.0789e-004
10305	1.512e-004
10306	3.4354e-005
10307	-1.4425e-004
10308	-3.8585e-004
10309	-2.1791e-003
10310	-2.0836e-003
10311	-1.5732e-003
10312	-1.2824e-003
10313	-1.8774e-003
10314	-1.8227e-003
10315	-1.7378e-003
10316	-1.6335e-003
10317	-1.5339e-003
10318	-1.449e-003
10319	-1.3762e-003
10320	-1.3075e-003
10321	-1.2322e-003
10322	-1.1381e-003
10323	-1.0131e-003
10324	-8.5007e-004
10325	-6.5377e-004
10326	-4.4933e-004
10327	-2.5134e-004
10328	-2.1667e-004
10329	-1.8369e-004
10330	-1.5243e-004
10331	-1.234e-004
10332	-9.6862e-005
10333	-7.2895e-005
10334	-5.1465e-005
10335	-3.2485e-005
10336	-1.5855e-005
10337	-1.4652e-006
10338	1.0804e-005
10339	2.1082e-005
10340	2.9514e-005
10341	3.6252e-005
10342	4.1469e-005
10343	4.5349e-005
10344	4.8193e-005
10345	4.961e-005
10346	5.1247e-005
10347	5.0244e-005
10348	4.879e-005
10349	4.7074e-005
10350	4.5021e-005
10351	4.2839e-005
10352	4.057e-005
10353	3.8276e-005
10354	3.5994e-005
10355	3.3755e-005
10356	3.1581e-005
10357	2.9486e-005
10358	2.7481e-005
10359	2.557e-005
10360	2.3758e-005
10361	2.2044e-005
10362	2.0429e-005
10363	1.8909e-005
10364	1.7485e-005
10365	1.6154e-005
10366	1.4918e-005
10367	1.3779e-005
10368	1.2743e-005
10369	1.182e-005
10370	1.1023e-005
10371	1.0369e-005
10372	9.8914e-006
10373	9.6165e-006
10374	9.5725e-006
10375	8.0966e-006
10376	4.5676e-006
10377	9.3291e-007
10378	-2.9072e-006
10379	-6.2832e-006
10380	-8.8573e-006
10381	-1.0577e-005
10382	-1.1358e-005
10383	-1.0999e-005
10384	-9.2585e-006
10385	-5.9624e-006
10386	-1.0729e-006
10387	5.288e-006
10388	1.2853e-005
10389	2.1244e-005
10390	3.0018e-005
10391	3.8697e-005
10392	4.6804e-005
10393	5.3868e-005
10394	5.9769e-005
10395	6.146e-005
10396	6.1936e-005
10397	6.1922e-005
10398	6.1773e-005
10399	6.1521e-005
10400	6.1178e-005
10401	6.0731e-005
10402	6.0161e-005
10403	5.944e-005
10404	5.8541e-005
10405	5.7436e-005
10406	5.6104e-005
10407	5.4533e-005
10408	5.2718e-005
10409	5.0663e-005
10410	4.8381e-005
10411	4.5892e-005
10412	4.3218e-005
10413	4.0386e-005
10414	3.7421e-005
10415	3.4343e-005
10416	3.1167e-005
10417	2.7899e-005
10418	2.453e-005
10419	2.1041e-005
10420	1.7423e-005
10421	1.389e-005
10422	1.1082e-005
10423	-1.3931e-003
10424	-1.1081e-003
10425	-8.4884e-004
10426	-6.2147e-004
10427	-4.3565e-004
10428	-2.9359e-004
10429	-1.9071e-004
10430	-1.1893e-004
10431	-7.0045e-005
10432	-3.7546e-005
10433	-1.6897e-005
10434	-5.1149e-006
10435	-1.953e-007
10436	-6.4862e-007
10437	-5.2107e-006
10438	-1.2703e-005
10439	-2.1994e-005
10440	-3.1963e-005
10441	-4.1872e-005
10442	-5.2741e-005
10443	-5.3904e-005
10444	-5.5835e-005
10445	-5.73e-005
10446	-5.8104e-005
10447	-5.8185e-005
10448	-5.7579e-005
10449	-5.6329e-005
10450	-5.4497e-005
10451	-5.2156e-005
10452	-4.9382e-005
10453	-4.6252e-005
10454	-4.2844e-005
10455	-3.9233e-005
10456	-3.549e-005
10457	-3.168e-005
10458	-2.7864e-005
10459	-2.4098e-005
10460	-2.0431e-005
10461	-1.6905e-005
10462	-1.3557e-005
10463	-1.0416e-005
10464	-7.5045e-006
10465	-4.838e-006
10466	-2.4198e-006
10467	-2.3616e-007
10468	1.7621e-006
10469	3.6492e-006
10470	5.4985e-006
10471	-1.2971e-003
10472	-5.1744e-004
10473	-1.9232e-004
10474	-8.8912e-005
10475	-9.081e-005
10476	-3.3602e-006
10477	2.6254e-005
10478	6.6511e-005
10479	6.7371e-005
10480	3.2017e-005
10481	3.1911e-007
10482	-1.2735e-003
10483	-2.1705e-003
10484	5.2258e-004
10485	9.0996e-004
10486	9.8506e-004
10487	6.4391e-004
10488	4.4244e-004
10489	2.7376e-004
10490	1.4784e-004
10491	4.4249e-005
10492	-2.9299e-005
10493	-8.0665e-005
10494	-1.0959e-004
10495	-1.1975e-004
10496	-1.132e-004
10497	-9.2569e-005
10498	-6.4055e-005
10499	2.1105e-006
10500	-2.1298e-003
10501	-2.0591e-003
10502	-2.0218e-003
10503	-2.0069e-003
10504	-2.0104e-003
10505	-2.0338e-003
10506	-2.0806e-003
10507	-2.1553e-003
10508	-2.2615e-003
10509	-2.3999e-003
10510	-2.5673e-003
10511	-2.7529e-003
10512	-2.9042e-003
10513	-2.7751e-003
10514	-1.3542e-003
10515	-2.9281e-003
10516	-1.9884e-005
10517	2.1588e-003
10518	1.481e-003
10519	1.0217e-003
10520	7.7587e-004
10521	5.0172e-004
10522	3.4686e-004
10523	1.9387e-004
10524	9.1984e-005
10525	9.8318e-006
10526	-4.365e-005
10527	-7.6427e-005
10528	-8.8274e-005
10529	-8.0495e-005
10530	-5.3835e-005
10531	-4.1577e-006
10532	-3.3631e-003
10533	-3.2684e-003
10534	-2.9442e-003
10535	-2.66e-003
10536	-2.4381e-003
10537	-2.2676e-003
10538	-2.1445e-003
10539	-2.0611e-003
10540	-2.0107e-003
10541	-1.9868e-003
10542	-1.9842e-003
10543	-2.0001e-003
10544	-2.0378e-003
10545	-2.1062e-003
10546	-1.867e-003
10547	1.4153e-005
10548	2.3105e-005
10549	2.7804e-005
10550	2.9769e-005
10551	3.055e-005
10552	3.0502e-005
10553	2.9418e-005
10554	2.7228e-005
10555	2.42e-005
10556	2.0818e-005
10557	1.7634e-005
10558	1.5153e-005
10559	1.3766e-005
10560	1.372e-005
10561	1.5102e-005
10562	1.7823e-005
10563	2.1614e-005
10564	2.5988e-005
10565	3.0234e-005
10566	3.3458e-005
10567	3.3264e-005
10568	3.1267e-005
10569	3.0172e-005
10570	2.9753e-005
10571	2.9959e-005
10572	3.068e-005
10573	3.1796e-005
10574	3.3171e-005
10575	3.4669e-005
10576	3.6157e-005
10577	3.7524e-005
10578	3.8675e-005
10579	3.954e-005
10580	4.0071e-005
10581	4.0241e-005
10582	4.0039e-005
10583	3.9468e-005
10584	3.8544e-005
10585	3.7284e-005
10586	3.5713e-005
10587	3.3854e-005
10588	3.1722e-005
10589	2.9325e-005
10590	2.6646e-005
10591	2.3634e-005
10592	2.0164e-005
10593	1.5931e-005
10594	1.1079e-005
10595	3.4805e-006
10596	1.0534e-006
10597	-1.4316e-006
10598	-4.1973e-006
10599	-7.3383e-006
10600	-1.0877e-005
10601	-1.4816e-005
10602	-1.9146e-005
10603	-2.3851e-005
10604	-2.8904e-005
10605	-3.427e-005
10606	-3.9908e-005
10607	-4.5766e-005
10608	-5.1786e-005
10609	-5.7901e-005
10610	-6.4034e-005
10611	-7.0099e-005
10612	-7.6e-005
10613	-8.1632e-005
10614	-8.6882e-005
10615	-9.1633e-005
10616	-9.5775e-005
10617	-9.9212e-005
10618	-1.0188e-004
10619	-1.0373e-004
10620	-1.0478e-004
10621	-1.0502e-004
10622	-1.0417e-004
10623	-9.7843e-005
10624	-8.2934e-005
10625	-6.991e-005
10626	-5.7586e-005
10627	-4.7075e-005
10628	-3.8592e-005
10629	-3.1813e-005
10630	-2.6091e-005
10631	-2.0747e-005
10632	-1.549e-005
10633	-1.101e-005
10634	-9.7342e-006
10635	-1.6666e-005
10636	-4.0005e-005
10637	-9.0881e-005
10638	-1.8122e-004
10639	-3.1956e-004
10640	-5.0744e-004
10641	-7.396e-004
10642	-1.0117e-003
10643	-2.1203e-003
10644	-2.0484e-003
10645	-2.0514e-003
10646	-1.9848e-003
10647	-2.0138e-003
10648	-1.9353e-003
10649	-1.9954e-003
10650	-1.8906e-003
10651	-1.9916e-003
10652	-1.8494e-003
10653	-2.0028e-003
10654	-1.816e-003
10655	-2.0306e-003
10656	-1.7917e-003
10657	-2.0756e-003
10658	-1.7724e-003
10659	-2.1346e-003
10660	-1.749e-003
10661	-2.1983e-003
10662	-1.7062e-003
10663	-2.2476e-003
10664	-1.6218e-003
10665	-2.2447e-003
10666	-1.467e-003
10667	-2.1198e-003
10668	-1.2143e-003
10669	-1.7706e-003
10670	-8.6234e-004
10671	-1.6128e-003
10672	-9.7452e-004
10673	-1.4984e-003
10674	-5.9032e-004
10675	-1.3025e-003
10676	-3.747e-004
10677	-1.1317e-003
10678	-2.9706e-004
10679	-1.0064e-003
10680	-2.7592e-004
10681	-9.1481e-004
10682	-2.7282e-004
10683	-8.4216e-004
10684	-2.7595e-004
10685	-7.7674e-004
10686	-2.7458e-004
10687	-7.0868e-004
10688	-2.6449e-004
10689	-6.3126e-004
10690	-2.4393e-004
10691	-5.4191e-004
10692	-2.1473e-004
10693	-4.4371e-004
10694	-1.8116e-004
10695	-3.4488e-004
10696	-1.4829e-004
10697	-2.5324e-004
10698	-1.182e-004
10699	6.289e-005
10700	5.9128e-005
10701	5.4274e-005
10702	4.8304e-005
10703	4.1176e-005
10704	3.283e-005
10705	2.3198e-005
10706	1.2231e-005
10707	-9.4524e-008
10708	-1.3773e-005
10709	-2.8759e-005
10710	-4.4963e-005
10711	-6.225e-005
10712	-8.0442e-005
10713	-9.9325e-005
10714	-1.1864e-004
10715	-1.3807e-004
10716	-1.5713e-004
10717	-1.7506e-004
10718	6.2036e-005
10719	5.6005e-005
10720	4.8998e-005
10721	4.096e-005
10722	3.1885e-005
10723	2.1816e-005
10724	1.0874e-005
10725	-7.4088e-007
10726	-1.2753e-005
10727	-2.4824e-005
10728	-3.6567e-005
10729	-4.7582e-005
10730	-5.7479e-005
10731	-6.591e-005
10732	-7.26e-005
10733	-7.7372e-005
10734	-8.0222e-005
10735	-8.1532e-005
10736	-8.2141e-005
10737	-3.7273e-004
10738	-3.1368e-004
10739	-2.6253e-004
10740	-2.1821e-004
10741	-1.7946e-004
10742	-1.4539e-004
10743	-1.154e-004
10744	-8.911e-005
10745	-6.6216e-005
10746	-4.6466e-005
10747	-2.9621e-005
10748	-1.5444e-005
10749	-3.6997e-006
10750	5.8407e-006
10751	1.3389e-005
10752	1.9134e-005
10753	2.3221e-005
10754	2.5812e-005
10755	2.6916e-005
10756	-9.9088e-004
10757	-8.1774e-004
10758	-6.5925e-004
10759	-5.1872e-004
10760	-3.9754e-004
10761	-2.9609e-004
10762	-2.1375e-004
10763	-1.4912e-004
10764	-1.0017e-004
10765	-6.4517e-005
10766	-3.9643e-005
10767	-2.3128e-005
10768	-1.279e-005
10769	-6.7742e-006
10770	-3.5961e-006
10771	-2.1475e-006
10772	-1.6729e-006
10773	-1.8139e-006
10774	-2.2294e-006
10775	1.0946e-005
10776	1.0474e-005
10777	1.2658e-005
10778	1.1373e-005
10779	1.4939e-005
10780	1.2632e-005
10781	1.7657e-005
10782	1.4205e-005
10783	2.0603e-005
10784	1.6061e-005
10785	2.366e-005
10786	1.8138e-005
10787	2.679e-005
10788	2.0383e-005
10789	2.9976e-005
10790	2.2766e-005
10791	3.321e-005
10792	2.5268e-005
10793	3.6478e-005
10794	2.7876e-005
10795	3.9767e-005
10796	3.058e-005
10797	4.3057e-005
10798	3.3369e-005
10799	4.6327e-005
10800	3.6231e-005
10801	4.955e-005
10802	3.9153e-005
10803	5.2699e-005
10804	4.2117e-005
10805	5.5742e-005
10806	4.5105e-005
10807	5.8646e-005
10808	4.8093e-005
10809	6.1375e-005
10810	5.1052e-005
10811	6.3893e-005
10812	5.3951e-005
10813	6.616e-005
10814	5.6752e-005
10815	6.8135e-005
10816	5.9411e-005
10817	6.9779e-005
10818	6.1878e-005
10819	7.1053e-005
10820	6.4098e-005
10821	7.1924e-005
10822	6.6007e-005
10823	7.2365e-005
10824	6.7538e-005
10825	7.2362e-005
10826	6.8621e-005
10827	7.1947e-005
10828	6.9183e-005
10829	7.1278e-005
10830	6.9094e-005
10831	7.0334e-005
10832	6.7563e-005
10833	8.6812e-006
10834	7.221e-006
10835	8.2989e-006
10836	6.1377e-006
10837	8.11e-006
10838	5.1703e-006
10839	8.0435e-006
10840	4.1823e-006
10841	8.0394e-006
10842	3.1569e-006
10843	8.0844e-006
10844	2.0782e-006
10845	8.1753e-006
10846	9.3099e-007
10847	8.309e-006
10848	-2.8812e-007
10849	8.485e-006
10850	-1.5744e-006
10851	8.7061e-006
10852	-2.9177e-006
10853	8.9771e-006
10854	-4.3034e-006
10855	9.3049e-006
10856	-5.7139e-006
10857	9.6974e-006
10858	-7.1288e-006
10859	1.0163e-005
10860	-8.5252e-006
10861	1.0712e-005
10862	-9.8779e-006
10863	1.1351e-005
10864	-1.1159e-005
10865	1.209e-005
10866	-1.2339e-005
10867	1.2932e-005
10868	-1.3386e-005
10869	1.3881e-005
10870	-1.4265e-005
10871	1.4938e-005
10872	-1.4942e-005
10873	1.6095e-005
10874	-1.5383e-005
10875	1.7341e-005
10876	-1.5554e-005
10877	1.8656e-005
10878	-1.5428e-005
10879	2.0012e-005
10880	-1.499e-005
10881	2.1372e-005
10882	-1.4239e-005
10883	2.27e-005
10884	-1.3206e-005
10885	2.3972e-005
10886	-1.1957e-005
10887	2.5187e-005
10888	-1.0503e-005
10889	2.5603e-005
10890	-7.1228e-006
10891	-2.3091e-003
10892	-3.6774e-003
10893	-1.901e-003
10894	-1.7341e-003
10895	-3.634e-003
10896	-2.4547e-003
10897	-5.0151e-003
10898	8.4459e-005
10899	-1.954e-003
10900	-3.6472e-004
10901	-1.7895e-003
10902	-1.6179e-003
10903	-6.3132e-003
10904	6.4458e-006
10905	-5.2915e-003
10906	1.117e-004
10907	-3.5734e-003
10908	-1.6481e-004
10909	-2.2328e-003
10910	-4.4255e-003
10911	-4.7325e-003
10912	-1.6875e-003
10913	-3.8244e-003
10914	-5.4358e-003
10915	-2.242e-003
10916	-2.1687e-003
10917	-2.1274e-003
10918	-2.1085e-003
10919	-2.1104e-003
10920	-2.1359e-003
10921	-2.1909e-003
10922	-2.2828e-003
10923	-2.4197e-003
10924	-2.61e-003
10925	-2.864e-003
10926	-3.1833e-003
10927	-3.582e-003
10928	-3.8762e-003
10929	-2.6287e-003
10930	-3.2916e-003
10931	-2.7125e-003
10932	-2.2221e-003
10933	-1.8778e-003
10934	-1.6348e-003
10935	-1.4808e-003
10936	-1.3928e-003
10937	-1.3567e-003
10938	-1.3588e-003
10939	-1.3882e-003
10940	-1.4353e-003
10941	-1.4941e-003
10942	-1.5625e-003
10943	-1.6453e-003
10944	-3.0074e-003
10945	-6.2913e-003
10946	-7.0784e-003
10947	-7.953e-003
10948	-8.8169e-003
10949	-9.6197e-003
10950	-1.0309e-002
10951	-1.0854e-002
10952	-1.1239e-002
10953	-1.1458e-002
10954	-1.1511e-002
10955	-1.14e-002
10956	-1.1134e-002
10957	-1.0719e-002
10958	-1.0168e-002
10959	-9.4912e-003
10960	-8.7023e-003
10961	-7.8167e-003
10962	-6.8516e-003
10963	-5.8293e-003
10964	-4.5866e-003
10965	-4.1303e-003
10966	-3.8959e-003
10967	-3.6698e-003
10968	-3.4745e-003
10969	-3.3016e-003
10970	-3.1522e-003
10971	-3.0238e-003
10972	-2.9133e-003
10973	-2.8166e-003
10974	-2.7284e-003
10975	-2.6435e-003
10976	-2.5552e-003
10977	-2.4599e-003
10978	-2.3454e-003
10979	-2.2183e-003
10980	-2.0678e-003
10981	-1.8956e-003
10982	-1.6818e-003
10983	-1.4478e-003
10984	-1.1801e-003
10985	-9.091e-004
10986	-6.3607e-004
10987	-4.1864e-004
10988	-1.8585e-004
10989	-4.0545e-006
10990	1.1802e-004
10991	1.6353e-004
10992	1.2349e-004
10993	9.669e-005
10994	8.7937e-005
10995	6.6497e-005
10996	-2.9442e-005
10997	-7.3575e-005
10998	-2.2393e-004
10999	-5.4502e-004
11000	-9.0483e-004
11001	-1.1698e-003
11002	-1.228e-003
11003	-5.4836e-004
11004	3.029e-003
11005	1.5938e-002
11006	1.0813e-002
11007	9.2981e-004
11008	-2.5242e-003
11009	-3.9863e-003
11010	-4.1506e-003
11011	-2.9341e-003
11012	-2.1784e-003
11013	-1.8071e-003
11014	-1.5429e-003
11015	-1.354e-003
11016	-1.2156e-003
11017	-1.1099e-003
11018	-1.0324e-003
11019	-9.7912e-004
11020	-9.4859e-004
11021	-9.3982e-004
11022	-9.5149e-004
11023	-9.8287e-004
11024	-1.0295e-003
11025	-1.1005e-003
11026	-1.1649e-003
11027	-1.5931e-003
11028	-2.6598e-003
11029	-3.5877e-003
11030	-4.5344e-003
11031	-5.4599e-003
11032	-6.3395e-003
11033	-7.1529e-003
11034	-7.8828e-003
11035	-8.5137e-003
11036	-9.0314e-003
11037	-9.4227e-003
11038	-9.6757e-003
11039	-9.7803e-003
11040	-9.7295e-003
11041	-9.5208e-003
11042	-9.16e-003
11043	-8.6659e-003
11044	-8.0814e-003
11045	-7.4482e-003
11046	-6.8817e-003
11047	-1.7049e-003
11048	-1.7155e-003
11049	-1.9299e-003
11050	-2.1055e-003
11051	-1.7832e-003
11052	-1.7339e-003
11053	-1.6304e-003
11054	-1.4916e-003
11055	-1.3291e-003
11056	-1.1506e-003
11057	-9.6341e-004
11058	-7.759e-004
11059	-6.0059e-004
11060	-4.5722e-004
11061	-3.775e-004
11062	-4.0971e-004
11063	-6.2003e-004
11064	-1.0695e-003
11065	-1.9649e-003
11066	-2.2e-003
11067	-2.4448e-003
11068	-2.695e-003
11069	-2.948e-003
11070	-3.2018e-003
11071	-3.4552e-003
11072	-3.7072e-003
11073	-3.9571e-003
11074	-4.2041e-003
11075	-4.4476e-003
11076	-4.687e-003
11077	-4.9214e-003
11078	-5.1501e-003
11079	-5.3722e-003
11080	-5.586e-003
11081	-5.7899e-003
11082	-5.9808e-003
11083	-6.1764e-003
11084	-6.5172e-003
11085	-6.6318e-003
11086	-6.765e-003
11087	-6.8637e-003
11088	-6.9376e-003
11089	-6.9732e-003
11090	-6.9587e-003
11091	-6.8761e-003
11092	-6.7014e-003
11093	-6.4035e-003
11094	-5.9418e-003
11095	-5.2716e-003
11096	-4.3253e-003
11097	-3.126e-003
11098	-1.8934e-003
11099	-1.1323e-003
11100	-9.1997e-004
11101	-9.7714e-004
11102	-6.6157e-004
11103	-3.2487e-004
11104	3.5227e-004
11105	1.5807e-004
11106	3.6021e-004
11107	3.7049e-004
11108	3.78e-004
11109	3.5017e-004
11110	2.9035e-004
11111	2.0356e-004
11112	9.1438e-005
11113	-4.5204e-003
11114	-4.7713e-003
11115	-5.0962e-003
11116	-5.3929e-003
11117	-5.6191e-003
11118	-5.7517e-003
11119	-5.7897e-003
11120	-5.7485e-003
11121	-5.6531e-003
11122	-5.531e-003
11123	-5.4077e-003
11124	-5.3033e-003
11125	-5.2306e-003
11126	-5.1945e-003
11127	-5.1933e-003
11128	-5.2194e-003
11129	-5.2602e-003
11130	-5.2986e-003
11131	-5.3159e-003
11132	-5.2694e-003
11133	-5.2235e-003
11134	-5.1644e-003
11135	-5.0865e-003
11136	-4.9972e-003
11137	-4.8979e-003
11138	-4.7903e-003
11139	-4.6749e-003
11140	-4.5512e-003
11141	-4.418e-003
11142	-4.2732e-003
11143	-4.1142e-003
11144	-3.9382e-003
11145	-3.7385e-003
11146	-3.5063e-003
11147	-3.2467e-003
11148	-2.9492e-003
11149	-2.6152e-003
11150	-2.2385e-003
11151	-1.879e-003
11152	-1.5409e-003
11153	-1.2619e-003
11154	-8.9721e-004
11155	-5.8823e-004
11156	-3.1572e-004
11157	-7.7445e-005
11158	1.058e-004
11159	2.0377e-004
11160	1.7135e-004
11161	-3.7697e-003
11162	-3.8846e-003
11163	-4.0607e-003
11164	-4.197e-003
11165	-4.2558e-003
11166	-4.2245e-003
11167	-4.1121e-003
11168	-3.9412e-003
11169	-3.7406e-003
11170	-3.5387e-003
11171	-3.3595e-003
11172	-3.2203e-003
11173	-3.1307e-003
11174	-3.0932e-003
11175	-3.1046e-003
11176	-3.1575e-003
11177	-3.2424e-003
11178	-3.3488e-003
11179	-3.4755e-003
11180	-3.6439e-003
11181	-3.6706e-003
11182	-3.6742e-003
11183	-3.6745e-003
11184	-3.6837e-003
11185	-3.7093e-003
11186	-3.7599e-003
11187	-3.8442e-003
11188	-3.9723e-003
11189	-4.1563e-003
11190	-4.4119e-003
11191	-4.7605e-003
11192	-5.2317e-003
11193	-5.8587e-003
11194	-6.6899e-003
11195	-7.8645e-003
11196	-9.9458e-003
11197	-1.3557e-002
11198	-1.3265e-002
11199	-4.6514e-003
11200	1.7368e-003
11201	3.569e-003
11202	3.388e-003
11203	2.1888e-003
11204	1.3655e-003
11205	7.4872e-004
11206	2.6245e-004
11207	-4.4904e-005
11208	-1.2415e-004
11209	-1.734e-003
11210	-9.5959e-004
11211	-2.0091e-003
11212	-3.2648e-003
11213	-2.3406e-003
11214	-4.8288e-003
11215	-5.9689e-003
11216	-6.068e-003
11217	-5.615e-003
11218	-4.5912e-003
11219	-3.0214e-003
11220	-3.784e-003
11221	-1.7306e-003
11222	-2.2913e-003
11223	-2.1767e-003
11224	-2.1098e-003
11225	-2.0611e-003
11226	-2.0264e-003
11227	-2.0071e-003
11228	-2.0076e-003
11229	-2.0344e-003
11230	-2.0958e-003
11231	-2.2004e-003
11232	-2.358e-003
11233	-2.5765e-003
11234	-2.864e-003
11235	-3.2224e-003
11236	-3.7517e-003
11237	-4.2447e-003
11238	-1.6105e-003
11239	-1.5313e-003
11240	-1.4525e-003
11241	-1.3738e-003
11242	-1.2997e-003
11243	-1.2368e-003
11244	-1.194e-003
11245	-1.1823e-003
11246	-1.2137e-003
11247	-1.3028e-003
11248	-1.4638e-003
11249	-1.7169e-003
11250	-2.0824e-003
11251	-2.6774e-003
11252	-4.3909e-003
11253	-4.0692e-003
11254	-4.3142e-003
11255	-2.2265e-003
11256	-2.1546e-003
11257	-2.1116e-003
11258	-2.089e-003
11259	-2.0859e-003
11260	-2.1059e-003
11261	-2.1549e-003
11262	-2.2409e-003
11263	-2.3726e-003
11264	-2.5593e-003
11265	-2.8116e-003
11266	-3.1338e-003
11267	-3.5304e-003
11268	-4.0468e-003
11269	-3.5287e-003
11270	-3.2612e-003
11271	-2.5302e-003
11272	-2.0941e-003
11273	-1.7688e-003
11274	-1.5498e-003
11275	-1.4128e-003
11276	-1.3411e-003
11277	-1.3185e-003
11278	-1.3324e-003
11279	-1.3713e-003
11280	-1.4261e-003
11281	-1.4907e-003
11282	-1.5621e-003
11283	-1.6443e-003
11284	-3.8113e-003
11285	-4.6174e-003
11286	-5.1831e-003
11287	-5.8355e-003
11288	-6.4556e-003
11289	-6.9713e-003
11290	-7.3416e-003
11291	-7.5533e-003
11292	-7.6129e-003
11293	-7.5393e-003
11294	-7.3586e-003
11295	-7.1002e-003
11296	-6.7935e-003
11297	-6.4652e-003
11298	-6.1378e-003
11299	-5.8277e-003
11300	-5.5445e-003
11301	-5.2903e-003
11302	-5.0586e-003
11303	-4.8315e-003
11304	-4.5006e-003
11305	-4.4205e-003
11306	-4.2809e-003
11307	-4.1427e-003
11308	-4.0083e-003
11309	-3.8791e-003
11310	-3.7555e-003
11311	-3.637e-003
11312	-3.5223e-003
11313	-3.4095e-003
11314	-3.296e-003
11315	-3.1786e-003
11316	-3.0527e-003
11317	-2.9172e-003
11318	-2.7694e-003
11319	-2.601e-003
11320	-2.4086e-003
11321	-2.1874e-003
11322	-1.9369e-003
11323	-1.6589e-003
11324	-1.3707e-003
11325	-1.1024e-003
11326	-8.5013e-004
11327	-5.8108e-004
11328	-3.466e-004
11329	-1.4813e-004
11330	8.4534e-006
11331	1.1042e-004
11332	1.226e-004
11333	-2.3317e-004
11334	-2.0622e-004
11335	1.5913e-005
11336	3.6409e-004
11337	8.0391e-004
11338	9.0163e-004
11339	1.4915e-006
11340	1.395e-002
11341	6.7022e-003
11342	-1.8279e-002
11343	-1.1536e-002
11344	-3.5417e-003
11345	-3.8796e-003
11346	-3.2542e-003
11347	-2.7249e-003
11348	-2.3559e-003
11349	-2.1307e-003
11350	-1.9805e-003
11351	-1.8787e-003
11352	-1.8144e-003
11353	-1.7808e-003
11354	-1.7738e-003
11355	-1.7912e-003
11356	-1.8321e-003
11357	-1.8959e-003
11358	-1.9821e-003
11359	-2.0905e-003
11360	-2.2188e-003
11361	-2.2888e-003
11362	-2.5313e-003
11363	-2.6995e-003
11364	-2.8938e-003
11365	-3.1317e-003
11366	-3.4194e-003
11367	-3.7567e-003
11368	-4.1366e-003
11369	-4.5456e-003
11370	-4.9643e-003
11371	-5.3677e-003
11372	-5.7265e-003
11373	-6.0092e-003
11374	-6.1846e-003
11375	-6.225e-003
11376	-6.1116e-003
11377	-5.8423e-003
11378	-5.4438e-003
11379	-4.9828e-003
11380	-4.5813e-003
11381	-1.6518e-003
11382	-1.693e-003
11383	-1.5809e-003
11384	-1.635e-003
11385	-1.4855e-003
11386	-1.5285e-003
11387	-1.3728e-003
11388	-1.3892e-003
11389	-1.2498e-003
11390	-1.2276e-003
11391	-1.1228e-003
11392	-1.0508e-003
11393	-9.9908e-004
11394	-8.6554e-004
11395	-8.8636e-004
11396	-6.797e-004
11397	-7.9356e-004
